Id,MSSubClass,MSZoning,LotFrontage,LotArea,Paved,LotShape,LandContour,Utilities,LandSlope,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,2ndFlrSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition,Bath,SalePrice
652,166772,191004,60,9084,1,1,180183,1,179956,185763,210051,4,5,1940,1950,171483,179803,149422,149803,156221,0,1,3,149805,2,3,2,0,0,755,755,2,1,755,1510,4,1,1,7,6,1,4,134091,1940,142156,1,296,2,108679,1,173401,175202,10,108000
653,239948,191004,70,8750,1,1,180183,1,179956,185763,210051,7,5,1996,1996,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,880,880,4,1,807,1716,2,1,2,7,6,1,3,202892,1996,202068,2,512,3,187885,2,173401,175202,25,191000
654,143302,126316,60,10320,1,1,180183,1,179956,185763,143116,6,7,1906,1995,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,0,0,756,756,4,1,713,1469,3,1,1,7,6,0,1,134091,1906,142156,1,216,3,187885,2,173401,175202,10,135000
655,185224,191004,91,10437,1,0,180183,1,179956,185763,175985,8,6,1995,1995,218876,179803,149422,149803,204691,660,2,2,225230,3,3,4,1696,0,413,2109,4,1,0,2113,2,1,2,7,6,1,3,202892,1995,240052,3,839,3,187885,2,173401,175202,25,350000
656,138647,126316,21,1680,1,1,180183,1,179956,135911,210051,6,5,1971,1971,171483,179803,163077,252061,204691,381,1,3,149805,2,3,1,0,0,525,525,2,1,567,1092,3,1,1,6,6,0,1,134091,1971,142156,1,264,3,187885,2,173401,149600,15,88000
657,185224,191004,72,10007,1,0,180183,1,179956,185763,175985,5,7,1959,2006,171483,179803,163077,167661,204691,54,2,3,149805,2,3,1,806,0,247,1053,4,1,0,1053,3,1,2,5,6,0,1,202892,1959,202068,1,312,3,187885,2,173401,175202,15,145500
658,166772,191004,60,7200,1,1,231533,1,196734,185763,210051,7,6,1931,2000,171483,179803,162990,161328,156221,0,1,1,132291,3,3,1,0,0,776,776,2,1,651,1502,3,1,1,6,6,1,4,202892,1931,202068,1,270,3,187885,1,173401,175202,15,149000
659,143302,191004,78,17503,1,1,180183,1,179956,185763,143116,6,5,1948,1950,171483,179803,213732,214432,156221,0,1,3,149805,2,3,1,0,0,912,912,2,1,546,1458,3,1,1,6,6,1,4,202892,1948,142156,1,330,3,187885,2,173401,146526,10,97500
660,185224,191004,75,9937,1,1,180183,1,179956,185763,175985,5,7,1964,1999,218876,179803,149422,149803,156221,0,1,2,225230,2,3,1,637,0,849,1486,4,1,0,1486,3,1,1,7,6,0,1,134091,1968,240052,2,480,3,187885,2,173401,175202,10,167000
661,239948,191004,69,12384,1,1,180183,1,179956,185763,210051,7,7,1976,1976,171483,179803,175942,168112,204691,233,1,3,149805,3,3,1,0,0,793,793,2,1,793,1935,3,1,1,7,6,1,3,202892,1976,202068,2,550,3,187885,2,173401,175202,25,197900
662,239948,191004,52,46589,1,0,180183,1,179956,185763,210051,8,7,1994,2005,218876,179803,213732,214432,204691,528,2,3,225230,3,4,1,1361,180,88,1629,4,1,762,2448,4,1,2,8,6,1,3,202892,1994,202068,3,711,3,187885,2,173401,175202,25,402000
663,185224,191004,120,13560,1,1,180183,1,179956,185763,175985,6,3,1968,1968,218876,179803,149841,148386,204691,216,1,3,149805,1,2,1,0,0,1392,1392,3,1,0,1392,2,1,1,5,0,2,3,202892,1968,202068,2,576,3,187885,2,173401,175202,10,110000
664,147810,191004,90,10012,1,1,180183,1,179956,185763,135074,4,5,1972,1972,171483,179803,175942,168112,156221,0,1,3,149805,3,3,3,920,180,38,1138,2,1,0,1181,3,1,1,6,6,0,1,134091,1974,202068,2,588,3,187885,2,173401,175202,20,137500
665,185224,191004,49,20896,1,0,180183,1,179956,185763,175985,8,5,2005,2006,171483,179803,213732,214432,156221,0,2,3,225230,4,3,2,1721,0,356,2077,4,1,0,2097,1,1,3,8,6,1,5,202892,2005,240052,3,1134,3,187885,2,274945,272291,15,423000
666,239948,191004,106,11194,1,0,180183,1,179956,185763,210051,8,5,2000,2000,171483,179803,213732,214432,204691,40,2,3,225230,3,3,1,0,0,1406,1406,4,1,482,1936,3,1,2,7,6,1,3,202892,2000,202068,2,504,3,187885,2,173401,175202,25,230500
667,239948,191004,69,18450,1,0,180183,1,179956,185763,210051,6,5,1965,1979,194689,185406,175942,168112,146318,113,1,2,149805,3,3,1,187,723,111,1021,2,1,915,2380,3,1,1,7,1,1,0,109985,1965,142156,2,596,3,187885,2,173401,146526,25,129000
668,185224,191004,65,8125,1,1,180183,1,179956,185763,175985,6,5,1994,1998,171483,179803,163077,167661,204691,258,1,3,225230,3,3,1,1138,0,270,1408,4,1,0,1679,3,1,2,7,6,1,2,202892,1994,202068,2,575,3,187885,2,173401,175202,20,193500
669,185224,191004,69,14175,1,1,143104,1,196734,185763,175985,5,6,1956,1987,171483,179803,231690,148386,156221,0,1,3,149805,2,3,1,988,0,200,1188,3,1,0,1437,3,1,1,6,2,1,3,134091,1999,142156,2,576,3,187885,2,173401,175202,15,168000
670,95829,191004,80,11600,1,1,180183,1,179956,185763,175985,4,5,1922,1950,171483,179803,149422,149803,156221,0,1,3,132291,1,3,1,0,0,700,700,4,1,0,1180,2,1,0,5,6,1,4,134091,1922,142156,1,252,3,114654,2,173401,175202,10,137500
671,239948,191004,64,8633,1,1,180183,1,179956,185763,210051,6,5,2005,2005,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,193,0,545,738,4,1,738,1476,3,1,2,7,6,0,1,202892,2005,240052,2,540,3,187885,2,173401,175202,25,173500
672,166772,131558,54,6629,1,1,180183,1,179956,185763,210051,6,6,1925,1950,148910,179803,149841,148386,156221,0,1,2,132291,2,3,1,551,0,121,672,2,0,672,1369,3,1,1,6,6,0,1,134091,1930,142156,1,300,3,187885,2,173401,175202,20,103600
673,185224,191004,69,11250,1,0,180183,1,179956,185763,175985,6,6,1977,1977,171483,179803,175942,168112,156221,0,2,3,149805,3,3,1,767,0,441,1208,2,1,0,1208,3,1,1,6,6,1,3,202892,1977,202068,2,546,3,187885,2,173401,175202,15,165000
674,185224,191004,110,14442,1,1,180183,1,179956,185763,175985,6,7,1957,2004,218876,179803,231690,230093,204691,106,1,3,225230,2,3,1,1186,0,291,1477,4,1,0,1839,3,1,2,7,6,2,3,202892,1957,240052,2,416,3,187885,2,173401,175202,20,257500
675,185224,191004,80,9200,1,1,180183,1,179956,185763,175985,6,6,1965,1965,171483,179803,163077,167661,156221,0,1,3,149805,2,3,1,892,0,244,1136,2,1,0,1136,3,1,1,5,6,1,4,202892,1965,202068,1,384,3,187885,2,173401,175202,10,140000
676,138647,191004,24,2289,1,1,180183,1,179956,135911,210051,6,6,1978,1978,171483,179803,175942,126848,156221,0,1,3,149805,2,3,1,311,0,544,855,2,1,586,1441,3,1,1,7,6,1,3,202892,1978,142156,2,440,3,187885,2,173401,175202,25,148500
677,166772,126316,60,9600,1,1,180183,1,179956,185763,210051,4,2,1900,1950,171483,179803,107385,155905,156221,0,1,3,132291,2,2,1,0,0,1095,1095,1,0,679,1774,4,2,1,8,2,0,1,151481,1920,142156,3,779,2,114654,0,173401,175202,20,87000
678,95829,191004,52,9022,1,1,180183,1,179956,185763,175985,5,8,1924,2006,171483,179803,213732,214432,156221,0,2,3,132291,2,3,1,0,0,768,768,4,1,0,792,2,1,2,5,6,0,1,134091,1924,142156,1,240,2,114654,0,173401,175202,10,109500
679,185224,191004,80,11844,1,0,180183,1,179956,185763,175985,8,5,2008,2008,218876,179803,213732,214432,265583,464,2,3,225230,4,3,2,0,0,2046,2046,4,1,0,2046,3,1,2,7,6,1,4,202892,2008,240052,3,834,3,187885,2,274945,272291,25,372500
680,185224,191004,69,9945,1,0,180183,1,179956,185763,175985,5,5,1961,1961,218876,179803,149841,148386,204691,57,1,3,149805,2,3,1,827,0,161,988,2,1,0,988,3,1,1,5,6,0,1,134091,1963,142156,2,572,3,187885,2,173401,175202,10,128500
681,200779,191004,50,8012,1,1,180183,1,179956,181959,175985,6,5,1980,1980,171483,179803,175942,168112,156221,0,1,3,149805,3,3,1,543,119,261,923,2,1,0,923,2,1,1,5,6,1,3,202892,1980,202068,1,264,3,187885,2,173401,175202,20,143000
682,143302,131558,55,4500,1,0,143104,1,179956,185763,143116,5,5,1932,2000,171483,179803,213732,155905,156221,0,1,3,132291,2,3,1,182,0,611,793,4,1,672,1520,3,1,1,6,6,0,1,134091,1968,142156,1,281,3,187885,2,173401,146526,10,159434
683,200779,191004,69,2887,1,1,231533,1,179956,185763,175985,6,5,1996,1997,171483,179803,149841,148386,156221,0,1,3,225230,3,3,2,1003,0,288,1291,4,1,0,1291,2,1,2,6,6,1,4,202892,1996,142156,2,431,3,187885,2,173401,175202,10,173000
684,185224,191004,90,11248,1,0,180183,1,179956,185763,175985,9,5,2002,2002,218876,179803,213732,214432,265583,215,2,3,225230,3,3,3,1059,0,567,1626,4,1,0,1668,3,1,2,7,6,1,3,202892,2002,240052,3,702,3,187885,2,173401,175202,20,285000
685,239948,191004,58,16770,1,0,180183,1,179956,185763,210051,7,5,1998,1998,171483,179803,213732,214432,204691,30,2,3,225230,3,3,1,0,0,1195,1195,3,1,644,1839,4,1,1,7,6,0,1,202892,1998,240052,2,486,3,187885,2,173401,175202,25,221000
686,138647,191004,69,5062,1,0,180183,1,179956,181959,210051,7,5,1984,1984,171483,179803,163077,167661,156221,0,2,3,149805,3,3,2,828,182,180,1190,3,1,900,2090,3,1,2,6,3,1,3,202892,1984,240052,2,577,3,187885,2,173401,175202,20,207500
687,239948,214014,84,10207,1,1,180183,1,179956,185763,210051,7,6,2007,2007,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,874,874,4,1,887,1761,3,1,2,7,6,0,1,202892,2007,240052,2,578,3,187885,2,274945,272291,30,227875
688,138647,214014,69,5105,1,0,180183,1,179956,181959,210051,7,5,2004,2004,171483,179803,149422,149803,156221,0,2,3,225230,3,3,1,239,0,312,551,4,1,551,1102,2,1,2,4,6,0,1,134091,2004,142156,2,480,3,187885,2,173401,175202,25,148800
689,185224,191004,60,8089,1,1,231533,1,179956,185763,175985,8,6,2007,2007,171483,179803,149422,149803,204691,0,2,3,225230,3,3,3,945,0,474,1419,4,1,0,1419,2,1,2,7,6,1,4,202892,2007,202068,2,567,3,187885,2,274945,272291,20,392000
690,200779,191004,61,7577,1,0,180183,1,179956,181959,175985,6,5,2005,2006,171483,179803,213732,214432,265583,256,2,3,225230,3,3,3,20,0,1342,1362,4,1,0,1362,2,1,2,6,6,1,4,202892,2005,202068,2,460,3,187885,2,173401,175202,20,194700
691,200779,126316,69,4426,1,1,180183,1,179956,181959,175985,6,5,2004,2004,171483,179803,213732,214432,204691,147,2,3,225230,3,3,4,697,0,151,848,4,1,0,848,1,1,2,3,6,1,3,202892,2004,202068,2,420,3,187885,2,173401,175202,10,141000
692,239948,191004,104,21535,1,0,180183,1,179956,185763,210051,10,6,1994,1995,171483,388848,163077,167661,204691,1170,3,3,225230,4,3,4,1455,0,989,2444,4,1,1872,4316,4,1,3,10,6,2,5,202892,1994,240052,3,832,3,187885,2,173401,175202,35,755000
693,239948,191004,42,26178,1,0,180183,1,196734,185763,210051,7,5,1989,1990,218876,179803,149422,149803,204691,293,2,3,225230,3,3,4,965,0,245,1210,4,1,1281,2519,4,1,2,9,6,2,4,202892,1989,202068,2,628,3,187885,2,173401,175202,25,335000
694,95829,191004,60,5400,1,1,180183,1,204379,185763,175985,5,6,1921,1968,171483,179803,149422,149803,156221,0,1,3,132291,2,3,1,0,0,1073,1073,4,1,0,1073,2,1,1,4,6,0,1,134091,1968,142156,1,326,3,187885,2,173401,146526,10,108480
695,143302,126316,51,6120,1,1,180183,1,179956,185763,143116,5,6,1936,1950,171483,179803,149841,148386,156221,0,1,1,132291,2,3,1,0,0,927,927,2,1,472,1539,3,1,1,5,6,0,1,134091,1995,142156,2,576,3,187885,2,173401,175202,15,141500
696,185224,191004,54,13811,1,0,180183,1,179956,185763,175985,6,6,1987,1987,171483,179803,163077,167661,204691,72,1,3,149805,3,4,1,980,40,92,1112,3,1,0,1137,2,1,2,5,6,1,3,202892,1987,142156,2,551,3,187885,2,173401,175202,20,176000
697,95829,126316,50,6000,1,1,180183,1,179956,185763,175985,5,7,1921,1950,171483,179803,149841,161328,156221,0,1,3,149805,2,3,1,616,0,0,616,3,1,0,616,2,1,1,4,6,0,1,134091,1921,142156,1,205,3,187885,2,173401,175202,10,89000
698,185224,191004,57,6420,1,0,180183,1,179956,185763,175985,5,7,1952,1952,171483,179803,149841,148386,156221,0,1,3,225230,4,4,2,210,551,219,980,1,1,0,1148,2,1,1,6,6,0,1,134091,1952,142156,1,308,3,187885,2,173401,175202,10,123500
699,185224,191004,65,8450,1,1,180183,1,179956,185763,175985,5,8,1965,2009,171483,179803,149422,149803,156221,0,1,2,149805,2,3,1,553,117,224,894,4,1,0,894,3,1,1,5,6,1,4,134091,1973,142156,1,336,3,187885,2,173401,175202,10,138500
700,200779,214014,59,4282,1,0,180183,1,179956,181959,175985,7,5,2004,2004,171483,179803,149422,149803,156221,0,2,3,225230,3,3,2,16,0,1375,1391,4,1,0,1391,2,1,2,5,6,0,1,202892,2004,202068,2,530,3,187885,2,173401,175202,20,196000
701,185224,191004,85,14331,1,1,180183,1,179956,185763,175985,8,5,2002,2002,218876,179803,213732,214432,204691,630,2,3,225230,4,3,4,1274,0,526,1800,4,1,0,1800,3,1,2,7,6,1,4,202892,2002,240052,3,765,3,187885,2,173401,175202,20,312500
702,185224,191004,80,9600,1,1,180183,1,179956,185763,175985,7,5,1969,1969,218876,179803,163077,167661,204691,168,1,3,149805,2,3,1,0,0,1164,1164,2,1,0,1164,3,1,1,6,6,0,1,202892,1969,142156,2,528,3,187885,2,143973,175202,15,140000
703,239948,191004,82,12438,1,0,180183,1,179956,185763,210051,8,5,2006,2006,218876,179803,213732,214432,204691,466,3,3,225230,4,4,1,0,0,1234,1234,4,1,1312,2576,4,1,3,10,6,1,4,254751,2006,240052,3,666,3,187885,2,274945,272291,25,361919
704,129613,126316,76,7630,1,1,180183,1,179956,128432,210051,5,9,1900,1996,171483,179803,149841,148386,156221,0,1,2,132291,3,3,1,0,0,360,360,3,1,780,1812,4,2,2,8,6,1,0,134091,1999,142156,2,672,3,187885,0,173401,175202,20,140000
705,185224,191004,70,8400,1,1,180183,1,179956,185763,175985,7,5,2004,2005,171483,179803,213732,214432,204691,109,2,3,225230,3,3,3,712,0,761,1473,4,1,0,1484,3,1,2,7,6,0,1,202892,2004,202068,2,606,3,187885,2,173401,175202,20,213000
706,129613,126316,70,5600,1,1,180183,1,179956,128432,210051,4,5,1930,1950,218876,179803,213732,161328,156221,0,0,1,107365,0,1,0,0,0,0,0,1,0,720,1092,3,2,0,7,5,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,20,55000
707,185224,191004,69,115149,1,0,203661,1,204379,185763,175985,7,5,1971,2002,171483,179803,175942,168112,265583,351,1,3,149805,3,3,4,1219,0,424,1643,2,1,0,1824,2,1,2,5,6,2,3,202892,1971,142156,2,739,3,187885,2,173401,175202,20,302000
708,200779,191004,48,6240,1,1,180183,1,179956,181959,175985,8,5,2006,2006,218876,179803,149422,149803,204691,176,2,3,225230,3,3,1,863,0,461,1324,4,1,0,1324,2,1,2,6,6,1,4,202892,2006,240052,2,550,3,187885,2,173401,175202,20,254000
709,239948,191004,65,9018,1,0,180183,1,179956,185763,210051,7,5,2007,2007,218876,179803,213732,214432,156221,0,2,3,225230,3,3,3,0,0,728,728,4,1,728,1456,3,1,2,8,6,1,4,202892,2007,240052,2,400,3,187885,2,274945,272291,25,179540
710,185224,191004,69,7162,1,0,180183,1,179956,185763,175985,5,7,1966,1966,171483,179803,163077,167661,146318,41,1,3,225230,2,3,1,0,0,876,876,2,1,0,904,3,1,1,6,6,0,1,202892,1966,142156,1,408,3,187885,2,173401,146526,10,109900
711,95829,191004,56,4130,1,0,180183,1,179956,185763,175985,3,6,1935,2003,171483,179803,213732,214432,156221,0,2,3,149805,2,3,1,0,0,270,270,3,1,0,729,2,1,1,5,0,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,10,52000
712,143302,74541,66,8712,1,1,231533,1,196734,185763,143116,4,7,1900,1950,171483,179803,149422,149803,156221,0,1,3,166059,2,3,2,0,0,859,859,3,1,319,1178,2,1,1,7,6,0,1,134091,1964,202068,1,384,3,187885,0,173401,146526,10,102776
713,200779,191004,40,4671,1,0,231533,1,179956,181959,175985,8,5,1988,1989,171483,179803,163077,167661,156221,0,2,3,225230,3,3,2,767,0,461,1228,3,1,0,1228,2,1,2,5,6,1,4,202892,1988,240052,2,472,3,187885,2,173401,175202,20,189000
714,129613,191004,60,9873,1,1,180183,1,179956,128432,175985,4,5,1970,1970,171483,179803,163077,167661,204691,160,1,3,149805,2,3,3,789,0,171,960,2,0,0,960,3,1,1,6,6,0,1,134091,1970,142156,2,576,3,187885,2,173401,175202,10,129000
715,239948,191004,69,13517,1,0,180183,1,179956,185763,210051,6,8,1976,2005,171483,179803,163077,168112,204691,289,2,3,149805,2,3,1,533,0,192,725,4,1,754,1479,3,1,2,6,6,0,1,202892,1976,202068,2,475,3,187885,2,173401,175202,25,130500
716,185224,191004,78,10140,1,1,180183,1,179956,185763,175985,6,5,1974,1974,218876,179803,163077,167661,204691,174,1,3,149805,3,3,1,0,0,1064,1064,2,1,0,1350,3,1,1,7,6,1,3,202892,1974,202068,2,478,3,187885,2,173401,175202,20,165000
717,166772,126316,60,10800,1,1,143104,1,179956,185763,210051,7,8,1890,1998,171483,179803,149841,214432,156221,0,1,2,132291,2,3,1,0,0,718,718,4,1,978,2554,3,1,1,8,6,0,1,134091,1996,142156,2,704,3,187885,1,173401,175202,15,159500
718,185224,191004,80,10000,1,1,180183,1,179956,185763,175985,5,6,1973,2000,171483,179803,163077,167661,156221,0,1,3,149805,3,3,1,1084,0,92,1176,3,1,0,1178,3,1,2,5,6,1,2,202892,1973,142156,2,439,3,187885,2,173401,175202,15,157000
719,239948,191004,96,10542,1,1,180183,1,179956,185763,210051,7,5,1993,1994,218876,179803,149841,252061,204691,651,2,3,225230,3,3,4,1173,0,138,1311,4,1,1093,2418,3,1,2,9,6,1,3,202892,1993,202068,3,983,3,187885,2,173401,175202,25,341000
720,185224,191004,69,9920,1,0,180183,1,179956,185763,175985,5,6,1969,1969,171483,179803,163077,168112,156221,0,1,3,149805,3,3,4,523,0,448,971,2,1,0,971,3,1,1,5,6,1,0,202892,1969,142156,1,300,3,187885,2,173401,175202,15,128500
721,200779,191004,69,6563,1,0,203661,1,196734,185763,175985,8,5,1985,1985,171483,179803,163077,167661,156221,0,2,3,225230,3,3,4,1148,0,594,1742,2,1,0,1742,2,1,2,5,6,1,3,202892,1985,202068,2,564,3,187885,2,173401,175202,20,275000
722,200779,126316,69,4426,1,1,180183,1,179956,181959,175985,6,5,2004,2004,171483,179803,213732,214432,204691,169,2,3,225230,3,3,3,662,0,186,848,4,1,0,848,1,1,2,3,6,0,1,202892,2004,202068,2,420,3,187885,2,173401,175202,10,143000
723,185224,191004,70,8120,1,1,180183,1,179956,185763,175985,4,7,1970,1970,171483,179803,149422,149803,156221,0,1,2,149805,2,3,1,191,0,673,864,4,1,0,864,3,1,1,5,6,0,1,134091,1994,142156,2,463,3,187885,2,173401,175202,10,124500
724,143302,191004,60,8172,1,1,180183,1,179956,185763,143116,4,6,1954,1972,171483,179803,149422,149803,156221,0,1,3,225230,2,3,1,0,0,941,941,4,1,473,1470,4,1,1,7,6,0,1,134091,1958,142156,1,548,3,187885,2,173401,175202,20,135000
725,185224,191004,86,13286,1,0,180183,1,179956,185763,175985,9,5,2007,2008,218876,179803,231690,230093,265583,340,3,3,225230,4,3,1,1234,0,464,1698,4,1,0,1698,3,1,3,8,6,1,4,202892,2007,240052,3,768,3,187885,2,173401,175202,20,320000
726,185224,191004,60,6960,1,1,180183,1,179956,185763,175985,4,6,1970,1970,171483,179803,163077,168112,156221,0,1,3,149805,2,3,1,375,239,250,864,2,1,0,864,3,1,2,5,6,0,1,134091,1989,142156,2,660,3,187885,2,173401,175202,10,120500
727,185224,191004,69,21695,1,0,180183,1,179956,185763,175985,6,9,1988,2007,218876,179803,149841,168112,204691,260,2,2,149805,3,3,1,808,0,72,880,4,1,0,1680,3,1,2,5,6,1,4,202892,1988,240052,2,540,3,187885,2,173401,175202,20,222000
728,185224,191004,64,7314,1,1,180183,1,179956,185763,175985,7,5,2007,2007,171483,179803,213732,214432,265583,82,2,3,225230,3,3,3,724,0,508,1232,4,1,0,1232,2,1,2,6,6,0,1,202892,2007,202068,2,632,3,187885,2,173401,175202,20,194500
729,133541,191004,85,11475,1,1,180183,1,179956,133541,175985,5,5,1958,1958,171483,179803,213732,214432,204691,95,1,3,149805,2,3,1,0,0,1584,1584,2,1,0,1776,4,2,1,9,6,0,1,134091,1968,142156,3,888,3,187885,2,143973,146526,20,110000
730,95829,126316,52,6240,1,1,180183,1,179956,185763,143116,4,5,1925,1950,171483,179803,149422,149803,156221,0,1,3,149805,2,3,1,152,0,628,780,2,1,0,1208,2,1,1,5,6,0,1,134091,1962,142156,2,539,3,187885,2,173401,175202,10,103000
731,200779,191004,39,5389,1,0,180183,1,179956,181959,175985,8,5,1995,1996,171483,179803,231690,230093,156221,0,2,3,225230,3,3,1,1180,0,415,1595,4,1,0,1616,2,1,2,5,6,1,3,202892,1995,202068,2,608,3,187885,2,173401,175202,20,236500
732,169736,191004,73,9590,1,0,180183,1,179956,185763,166703,7,5,2003,2003,171483,179803,213732,214432,204691,442,2,3,225230,4,3,3,786,0,82,868,4,1,0,1146,3,1,2,6,6,1,4,202892,2003,240052,2,438,3,187885,2,173401,175202,20,187500
733,239948,191004,75,11404,1,0,180183,1,179956,185763,210051,7,5,1998,1999,171483,179803,213732,214432,204691,202,2,3,225230,3,3,3,252,0,901,1153,4,1,878,2031,3,1,2,8,6,1,3,202892,1998,240052,2,541,3,187885,2,173401,175202,25,222500
734,185224,191004,80,10000,1,1,180183,1,179956,185763,175985,5,6,1961,1983,218876,179803,163077,167661,156221,0,1,3,149805,2,3,1,594,0,270,864,4,1,0,1144,3,1,1,6,6,1,3,202892,1961,202068,1,264,3,187885,2,173401,175202,10,131400
735,185224,191004,69,8978,1,0,180183,1,179956,185763,175985,5,5,1968,1968,171483,179803,175942,168112,156221,0,1,3,225230,2,3,1,0,0,948,948,2,1,0,948,3,1,1,6,6,0,1,202892,1968,142156,1,300,3,187885,2,173401,149600,10,108000
736,192437,126316,60,10800,1,1,180183,1,179956,185763,157355,7,7,1914,1970,171483,179803,149841,148386,156221,0,1,3,132291,3,3,2,390,0,490,880,1,0,888,1768,2,1,1,6,6,2,3,134091,1914,142156,2,320,3,187885,0,173401,175202,15,163000
737,133541,191004,60,8544,1,1,180183,1,179956,133541,175985,3,4,1950,1950,171483,179803,162990,158633,156221,0,1,3,149805,0,1,0,0,0,0,0,3,0,0,1040,2,2,1,6,6,0,1,134091,1949,142156,2,400,3,187885,2,173401,175202,20,93500
738,239948,191004,72,10463,1,0,231533,1,179956,185763,210051,8,5,2005,2005,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,893,893,4,1,900,1801,3,1,2,8,6,1,4,202892,2005,240052,3,800,3,187885,2,173401,175202,25,239900
739,133541,191004,60,10800,1,1,180183,1,179956,133541,175985,5,5,1987,1988,171483,179803,175942,168112,156221,0,1,3,149805,3,4,4,1200,0,0,1200,2,1,0,1200,3,1,1,5,6,0,1,103317,1980,103317,0,0,1,103317,2,173401,167377,30,179000
740,239948,191004,65,9313,1,0,180183,1,179956,185763,210051,7,5,2004,2004,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,864,864,4,1,864,1728,3,1,2,7,6,0,1,202892,2004,202068,2,572,3,187885,2,173401,175202,25,190000
741,166772,126316,60,9600,1,1,180183,1,179956,185763,210051,5,7,1910,2002,171483,179803,149841,161328,156221,0,1,2,132291,1,2,1,0,0,264,264,4,1,664,1432,2,1,1,7,6,0,1,134091,1910,142156,2,360,3,179930,2,173401,146526,20,132000
742,185224,191004,65,6768,1,0,180183,1,179956,185763,175985,6,8,1961,1996,218876,179803,163077,167661,156221,0,1,2,149805,2,3,2,832,0,80,912,3,1,0,912,3,1,2,5,6,0,1,134091,1962,142156,1,288,3,187885,2,173401,175202,10,142000
743,185224,191004,65,8450,1,1,180183,1,179956,185763,175985,7,5,2000,2001,171483,179803,213732,214432,204691,108,1,3,225230,3,3,1,0,0,1349,1349,4,1,0,1349,3,1,1,6,6,0,1,202892,2000,142156,2,539,3,187885,2,173401,175202,20,179000
744,169736,191004,70,12886,1,0,180183,1,179956,185763,166703,5,6,1963,1999,171483,179803,163077,167661,156221,0,1,3,149805,3,3,3,444,0,76,520,4,1,0,1464,3,1,1,6,2,1,3,202892,1997,202068,2,480,3,187885,2,173401,175202,20,175000
745,200779,191004,41,5395,1,0,231533,1,179956,181959,175985,8,5,1993,1993,171483,179803,163077,167661,156221,0,2,3,225230,3,3,1,733,0,604,1337,3,1,0,1337,2,1,2,5,6,1,3,202892,1993,202068,2,462,3,187885,2,173401,175202,20,180000
746,239948,191004,69,8963,1,0,180183,1,179956,185763,210051,8,9,1976,1996,218876,179803,213732,214432,204691,289,3,2,149805,2,4,1,575,80,487,1142,4,1,1540,2715,4,1,2,11,6,2,3,254751,1994,240052,2,831,3,187885,2,173401,175202,35,299800
747,239948,191004,69,8795,1,0,180183,1,179956,185763,210051,7,5,2000,2000,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,300,0,652,952,4,1,1276,2256,4,1,2,8,6,1,3,254751,2000,240052,2,554,3,187885,2,173401,175202,25,236000
748,166772,126316,65,11700,1,0,180183,1,179956,185763,210051,7,7,1880,2003,180569,179803,162990,155905,156221,0,2,3,166059,2,2,1,0,0,1240,1240,2,0,1320,2640,4,1,2,8,6,1,4,134091,1950,142156,4,864,3,187885,0,173401,175202,15,265979
749,185224,191004,59,10593,1,0,180183,1,179956,185763,175985,7,5,1996,1996,218876,179803,213732,214432,204691,338,2,3,225230,3,3,1,919,0,801,1720,4,1,0,1720,3,1,2,7,6,1,3,202892,1996,240052,2,527,3,187885,2,173401,175202,20,260400
750,143302,191004,50,8405,1,1,180183,1,179956,185763,143116,4,3,1945,1950,171483,179803,150655,161328,156221,0,1,3,107365,0,1,0,0,0,0,0,2,0,441,1529,4,1,1,9,5,0,1,134091,1945,142156,1,240,3,187885,0,173401,175202,20,98000
751,143302,126316,55,8800,1,1,180183,1,179956,185763,143116,4,7,1910,2004,171483,179803,149841,148386,156221,0,1,3,132291,2,2,1,0,0,576,576,3,1,348,1140,3,1,1,7,2,0,1,103317,1980,103317,0,0,1,103317,0,173401,175202,10,96500
752,239948,191004,69,7750,1,1,180183,1,179956,185763,210051,7,5,2003,2003,171483,179803,213732,214432,156221,0,2,3,225230,3,3,1,0,0,660,660,4,1,660,1320,3,1,2,6,6,0,1,202892,2003,240052,2,400,3,187885,2,173401,175202,25,162000
